pl_name,hostname,disposition,disp_refname,discoverymethod,disc_facility,soltype,pl_refname,st_refname,sy_refname,rastr,decstr,rowupdate,pl_pubdate,releasedate,default_flag,sy_snum,sy_pnum,disc_year,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,ttv_flag,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masslim,st_logg,st_loggerr1,st_loggerr2,st_logglim,ra,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,flux__sum_values,flux__median,flux__mean,flux__length,flux__standard_deviation,flux__variance,flux__root_mean_square,flux__maximum,flux__absolute_maximum,flux__minimum
K2-136 c,K2-136,CONFIRMED,Mann et al. 2018,Transit,K2,Published Confirmed,<a refstr=MAYO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230402779M/abstract target=ref>Mayo et al. 2023</a>,<a refstr=MAYO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230402779M/abstract target=ref>Mayo et al. 2023</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h29m39.09s,+22d52m57.24s,2023-04-10,2023-04,2023-04-10,1,2.0,3.0,2017.0,0.0,17.30713,0.00027,-0.00027,0.0,3.0,0.13,-0.13,0.0,0.26764253,0.01159784,-0.01159784,0.0,0.0,4500.0,125.0,-75.0,0.0,0.677,0.027,-0.027,0.0,0.742,0.0,4.68,0.1,-0.1,0.0,67.4128615,22.8825674,59.2474,0.1877,-0.1865,11.101,0.057,-0.057,8.368,0.019,-0.019,10.8545,0.000535,-0.000535,3643.156087386862,1.0000065476246909,1.0000428458377333,3643.0,0.0008483550813102,7.197063439849663e-07,1.000043205675423,1.002845913967734,1.002845913967734,0.9964652298111216
K2-136 d,K2-136,CONFIRMED,Mann et al. 2018,Transit,K2,Published Confirmed,<a refstr=MAYO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230402779M/abstract target=ref>Mayo et al. 2023</a>,<a refstr=MAYO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230402779M/abstract target=ref>Mayo et al. 2023</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h29m39.09s,+22d52m57.24s,2023-04-10,2023-04,2023-04-10,1,2.0,3.0,2017.0,0.0,25.575,0.0024,-0.0023,0.0,1.565,0.077,-0.076,0.0,0.13962019,0.00686949,-0.00678028,0.0,0.0,4500.0,125.0,-75.0,0.0,0.677,0.027,-0.027,0.0,0.742,0.0,4.68,0.1,-0.1,0.0,67.4128615,22.8825674,59.2474,0.1877,-0.1865,11.101,0.057,-0.057,8.368,0.019,-0.019,10.8545,0.000535,-0.000535,3643.156087386862,1.0000065476246909,1.0000428458377333,3643.0,0.0008483550813102,7.197063439849663e-07,1.000043205675423,1.002845913967734,1.002845913967734,0.9964652298111216
K2-137 b,K2-137,CONFIRMED,Smith et al. 2018,Transit,K2,Published Confirmed,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h27m28.90s,-06d11m42.78s,2022-03-28,2021-08,2022-03-28,1,1.0,1.0,2017.0,0.0,0.179719,2.8e-05,-2.8e-05,0.0,0.64,0.1,-0.1,0.0,0.05709707,0.00892142,-0.00892142,0.0,0.0,3697.0,109.0,-109.0,0.0,0.29,0.06,-0.06,0.0,0.88,0.0,5.0,0.06,-0.06,0.0,186.870426,-6.1952168,98.8765,0.6176,-0.6101,15.94,0.2,-0.2,10.882,0.023,-0.023,14.4345,0.000618,-0.000618,301.15255782305087,0.9997846726949986,0.9971939000763274,302.0,0.005753736956451,3.310548896403084e-05,0.9972104992620168,1.0015377877852192,1.0015377877852192,0.9745632865359256
K2-138 b,K2-138,CONFIRMED,Christiansen et al. 2018,Transit,K2,Published Confirmed,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h15m47.77s,-10d50m59.06s,2021-03-12,2019-11,2021-03-18,1,1.0,6.0,2017.0,0.0,2.35309,0.00022,-0.00022,0.0,1.51,0.11,-0.084,0.0,0.13471318,0.00981354,-0.00749398,0.0,0.0,5356.3,41.8,-13.1,0.0,0.863,0.031,-0.018,0.0,0.935,0.0,4.54,0.02,-0.04,0.0,348.9490311,-10.8497391,202.585,2.028,-1.989,12.246,0.092,-0.092,10.305,0.021,-0.021,12.0252,0.000364,-0.000364,3355.966882353864,1.0000008393552804,0.9999901318098522,3356.0,0.0013497224288723,1.8217506350010423e-06,0.9999910426937436,1.0066178852313552,1.0066178852313552,0.9943278830616722
K2-138 c,K2-138,CONFIRMED,Christiansen et al. 2018,Transit,K2,Published Confirmed,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h15m47.77s,-10d50m59.06s,2021-03-12,2019-11,2021-03-18,1,1.0,6.0,2017.0,0.0,3.56004,0.00012,-0.00011,0.0,2.299,0.12,-0.087,0.0,0.20510304,0.01070568,-0.00776162,0.0,0.0,5356.3,41.8,-13.1,0.0,0.863,0.031,-0.018,0.0,0.935,0.0,4.54,0.02,-0.04,0.0,348.9490311,-10.8497391,202.585,2.028,-1.989,12.246,0.092,-0.092,10.305,0.021,-0.021,12.0252,0.000364,-0.000364,3355.966882353864,1.0000008393552804,0.9999901318098522,3356.0,0.0013497224288723,1.8217506350010423e-06,0.9999910426937436,1.0066178852313552,1.0066178852313552,0.9943278830616722
K2-138 d,K2-138,CONFIRMED,Christiansen et al. 2018,Transit,K2,Published Confirmed,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h15m47.77s,-10d50m59.06s,2021-03-12,2019-11,2021-03-18,1,1.0,6.0,2017.0,0.0,5.40479,0.00021,-0.00021,0.0,2.39,0.104,-0.084,0.0,0.21322152,0.00927826,-0.00749398,0.0,0.0,5356.3,41.8,-13.1,0.0,0.863,0.031,-0.018,0.0,0.935,0.0,4.54,0.02,-0.04,0.0,348.9490311,-10.8497391,202.585,2.028,-1.989,12.246,0.092,-0.092,10.305,0.021,-0.021,12.0252,0.000364,-0.000364,3355.966882353864,1.0000008393552804,0.9999901318098522,3356.0,0.0013497224288723,1.8217506350010423e-06,0.9999910426937436,1.0066178852313552,1.0066178852313552,0.9943278830616722
K2-138 e,K2-138,CONFIRMED,Christiansen et al. 2018,Transit,K2,Published Confirmed,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h15m47.77s,-10d50m59.06s,2021-03-12,2019-11,2021-03-18,1,1.0,6.0,2017.0,0.0,8.26146,0.00021,-0.00022,0.0,3.39,0.156,-0.11,0.0,0.30243554,0.01391739,-0.00981354,0.0,0.0,5356.3,41.8,-13.1,0.0,0.863,0.031,-0.018,0.0,0.935,0.0,4.54,0.02,-0.04,0.0,348.9490311,-10.8497391,202.585,2.028,-1.989,12.246,0.092,-0.092,10.305,0.021,-0.021,12.0252,0.000364,-0.000364,3355.966882353864,1.0000008393552804,0.9999901318098522,3356.0,0.0013497224288723,1.8217506350010423e-06,0.9999910426937436,1.0066178852313552,1.0066178852313552,0.9943278830616722
K2-138 f,K2-138,CONFIRMED,Christiansen et al. 2018,Transit,K2,Published Confirmed,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h15m47.77s,-10d50m59.06s,2021-03-12,2019-11,2021-03-18,1,1.0,6.0,2017.0,0.0,12.75758,0.0005,-0.00048,0.0,2.904,0.164,-0.111,0.0,0.25907753,0.0146311,-0.00990276,0.0,0.0,5356.3,41.8,-13.1,0.0,0.863,0.031,-0.018,0.0,0.935,0.0,4.54,0.02,-0.04,0.0,348.9490311,-10.8497391,202.585,2.028,-1.989,12.246,0.092,-0.092,10.305,0.021,-0.021,12.0252,0.000364,-0.000364,3355.966882353864,1.0000008393552804,0.9999901318098522,3356.0,0.0013497224288723,1.8217506350010423e-06,0.9999910426937436,1.0066178852313552,1.0066178852313552,0.9943278830616722
K2-138 g,K2-138,CONFIRMED,Hardegree-Ullman et al. 2021,Transit,K2,Published Confirmed,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h15m47.77s,-10d50m59.06s,2021-03-12,2019-11,2021-03-18,1,1.0,6.0,2021.0,0.0,41.96797,0.00843,-0.00725,0.0,3.013,0.303,-0.251,0.0,0.26880186,0.02703185,-0.02239272,0.0,0.0,5356.3,41.8,-13.1,0.0,0.863,0.031,-0.018,0.0,0.935,0.0,4.54,0.02,-0.04,0.0,348.9490311,-10.8497391,202.585,2.028,-1.989,12.246,0.092,-0.092,10.305,0.021,-0.021,12.0252,0.000364,-0.000364,3355.966882353864,1.0000008393552804,0.9999901318098522,3356.0,0.0013497224288723,1.8217506350010423e-06,0.9999910426937436,1.0066178852313552,1.0066178852313552,0.9943278830616722
K2-139 b,K2-139,CONFIRMED,Barrag&aacute;n et al. 2018,Transit,K2,Published Confirmed,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h16m16.01s,-17d54m38.57s,2018-10-24,2018-12,2018-10-26,1,1.0,1.0,2017.0,0.0,28.380619,0.000551,-0.000528,0.0,9.11,0.17,-0.17,0.0,0.81273976,0.01516638,-0.01516638,0.0,0.0,5370.0,68.0,-68.0,0.0,0.88,0.01,-0.01,0.0,0.96,0.0,4.54,0.02,-0.02,0.0,289.066707,-17.9107147,153.856,0.932,-0.921,11.652,0.02,-0.02,9.66,0.023,-0.023,11.4626,0.000529,-0.000529,3424.932579269274,1.000073000631488,0.9999803151151164,3425.0,0.001289157485474,1.661927022353821e-06,0.9999811460946404,1.0038890288365037,1.0038890288365037,0.9959819798915152
K2-14 b,K2-14,CONFIRMED,Montet et al. 2015,Transit,K2,Published Confirmed,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h52m13.65s,+02d35m38.84s,2015-07-13,2015-08,2015-07-16,1,1.0,1.0,2015.0,0.0,8.36802,0.00019,-0.00019,0.0,4.81,0.42,-0.42,0.0,0.42911946,0.03746989,-0.03746989,0.0,0.0,3789.0,17.0,-16.0,0.0,0.45,0.01,-0.01,0.0,0.47,0.0,4.4805,0.0748335,-0.0753969999999999,0.0,178.0568745,2.5941222,364.048,8.099,-8.099,15.78,1.133,-1.133,12.611,0.031,-0.031,15.5348,0.000609,-0.000609,3501.0688385236863,0.9999999984592676,1.0000196625317583,3501.0,0.0008004301336184,6.406883988044688e-07,1.0000199828696077,1.0037833303157404,1.0037833303157404,0.9960801927496006
K2-140 b,K2-140,CONFIRMED,Giles et al. 2018,Transit,K2,Published Confirmed,<a refstr=KORTH_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1807K/abstract target=ref>Korth et al. 2019</a>,<a refstr=KORTH_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1807K/abstract target=ref>Korth et al. 2019</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h32m32.96s,-09d36m27.40s,2021-07-12,2019-01,2021-07-12,1,1.0,1.0,2017.0,0.0,6.569188,3.1e-05,-3.1e-05,0.0,13.56286665,1.00880826,-1.00880826,0.0,1.21,0.09,-0.09,0.0,0.0,5585.0,120.0,-120.0,0.0,1.06,0.07,-0.06,0.0,0.96,0.0,4.4,0.2,-0.2,0.0,188.1373172,-9.6076115,347.917,8.287,-7.917,12.727,0.092,-0.092,10.995,0.021,-0.021,12.4814,0.000166,-0.000166,299.4424866420618,0.9993722453352532,0.9915314127220588,302.0,0.0155907451932514,0.0002430713356808,0.9916539788405444,1.0045428859197902,1.0045428859197902,0.9377688537069208
K2-141 b,K2-141,CONFIRMED,Malavolta et al. 2018,Transit,K2,Published Confirmed,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h23m40.09s,-01d11m21.06s,2023-04-17,2023-04,2023-04-17,1,1.0,2.0,2018.0,0.0,0.2803244,1.5e-06,-1.5e-06,0.0,1.51,0.05,-0.05,0.0,0.13471341,0.00446071,-0.00446071,0.0,0.0,4570.0,100.0,-100.0,0.0,0.681,0.018,-0.018,0.0,0.708,0.0,4.4805,0.0748335,-0.0753969999999999,0.0,350.9170464,-1.1891827,61.8736,0.1662,-0.1654,11.454,0.023,-0.023,8.401,0.023,-0.023,10.7217,0.000692,-0.000692,3357.2339390793304,1.0000788525120283,1.0000696869464791,3357.0,0.0016352460398023,2.67402961068935e-06,1.000071023867225,1.007368507524282,1.007368507524282,0.9955162060242742
K2-141 c,K2-141,CONFIRMED,Malavolta et al. 2018,Transit,K2,Published Confirmed,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h23m40.09s,-01d11m21.06s,2023-04-17,2023-04,2023-04-17,1,1.0,2.0,2018.0,0.0,7.7485,0.00022,-0.00022,0.0,7.0,4.6,-2.8,0.0,0.62449925,0.41038522,-0.2497997,0.0,0.0,4570.0,100.0,-100.0,0.0,0.681,0.018,-0.018,0.0,0.708,0.0,4.4805,0.0748335,-0.0753969999999999,0.0,350.9170464,-1.1891827,61.8736,0.1662,-0.1654,11.454,0.023,-0.023,8.401,0.023,-0.023,10.7217,0.000692,-0.000692,3357.2339390793304,1.0000788525120283,1.0000696869464791,3357.0,0.0016352460398023,2.67402961068935e-06,1.000071023867225,1.007368507524282,1.007368507524282,0.9955162060242742
K2-146 b,K2-146,CONFIRMED,Hirano et al. 2018,Transit,K2,Published Confirmed,<a refstr=HAMANN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..133H/abstract target=ref>Hamann et al. 2019</a>,<a refstr=HAMANN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..133H/abstract target=ref>Hamann et al. 2019</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m06.41s,+19d05m32.43s,2019-08-09,2019-09,2019-08-15,1,1.0,2.0,2018.0,0.0,2.6446,6e-05,-6e-05,0.0,2.05,0.06,-0.06,0.0,0.18288875,0.00535284,-0.00535284,0.0,1.0,3385.0,70.0,-70.0,0.0,0.33,0.01,-0.01,0.0,0.331,0.0,4.4805,0.0748335,-0.0753969999999999,0.0,130.0266951,19.0923416,79.3002,0.478,-0.4723,16.7,0.2,-0.2,11.37,0.023,-0.023,14.9834,0.000523,-0.000523,3367.016674423421,1.0000128098420629,1.0000049523087085,3367.0,0.0005276355472391,2.783992707103201e-07,1.0000050915076448,1.0025219535342165,1.0025219535342165,0.997359303323209
K2-146 c,K2-146,CONFIRMED,Hamann et al. 2019,Transit,K2,Published Confirmed,<a refstr=HAMANN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..133H/abstract target=ref>Hamann et al. 2019</a>,<a refstr=HAMANN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..133H/abstract target=ref>Hamann et al. 2019</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m06.41s,+19d05m32.43s,2019-08-09,2019-09,2019-08-15,1,1.0,2.0,2019.0,0.0,4.00498,0.00011,-0.00011,0.0,2.19,0.07,-0.07,0.0,0.19537871,0.00624498,-0.00624498,0.0,1.0,3385.0,70.0,-70.0,0.0,0.33,0.01,-0.01,0.0,0.331,0.0,4.4805,0.0748335,-0.0753969999999999,0.0,130.0266951,19.0923416,79.3002,0.478,-0.4723,16.7,0.2,-0.2,11.37,0.023,-0.023,14.9834,0.000523,-0.000523,3367.016674423421,1.0000128098420629,1.0000049523087085,3367.0,0.0005276355472391,2.783992707103201e-07,1.0000050915076448,1.0025219535342165,1.0025219535342165,0.997359303323209
K2-147 b,K2-147,CONFIRMED,Hirano et al. 2018,Transit,K2,Published Confirmed,<a refstr=THYGESEN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..155T/abstract target=ref>Thygesen et al. 2023</a>,<a refstr=THYGESEN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..155T/abstract target=ref>Thygesen et al. 2023</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h35m19.93s,-28d29m54.51s,2024-11-20,2023-04,2024-11-20,1,1.0,1.0,2018.0,0.0,0.961939,2.9e-05,-2.9e-05,0.0,1.47286006,0.11096891,-0.09863903,0.0,0.1314,0.0099,-0.0088,0.0,0.0,3690.0,300.0,-300.0,0.0,0.578,0.028,-0.028,0.0,0.563,0.0,4.665,0.048,-0.048,0.0,293.8330329,-28.498475,90.5494,0.2767,-0.275,14.044,0.038,-0.038,9.997,0.021,-0.021,13.1913,0.000537,-0.000537,3416.96905640524,1.0,0.9999909442216096,3417.0,0.0007341623789319,5.389943986389871e-07,0.999991213721213,1.00361383127629,1.00361383127629,0.9968588543050892
K2-148 b,K2-148,CONFIRMED,Hirano et al. 2018,Transit,K2,Published Confirmed,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h58m04.24s,-00d11m35.73s,2018-02-01,2018-03,2018-02-01,1,2.0,3.0,2018.0,0.0,4.38395,0.0008,-0.0008,0.0,1.33,0.19,-0.18,0.0,0.11865465,0.01695066,-0.01605852,0.0,0.0,4079.0,70.0,-70.0,0.0,0.632,0.063,-0.063,0.0,0.65,0.0,4.653,0.051,-0.051,0.0,14.5176494,-0.193258,124.458,0.626,-0.619,13.627,0.103,-0.103,10.292,0.025,-0.025,13.0599,0.00078,-0.00078,3495.997495421126,0.999942869425549,0.9999992835872786,3496.0,0.0007030154905113,4.942307798989172e-07,0.9999995307028152,1.0032397580690513,1.0032397580690513,0.9981713439831084
K2-148 c,K2-148,CONFIRMED,Hirano et al. 2018,Transit,K2,Published Confirmed,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h58m04.24s,-00d11m35.73s,2018-02-01,2018-03,2018-02-01,1,2.0,3.0,2018.0,0.0,6.9226,0.0007,-0.0007,0.0,1.73,0.24,-0.21,0.0,0.15434026,0.02141137,-0.01873495,0.0,0.0,4079.0,70.0,-70.0,0.0,0.632,0.063,-0.063,0.0,0.65,0.0,4.653,0.051,-0.051,0.0,14.5176494,-0.193258,124.458,0.626,-0.619,13.627,0.103,-0.103,10.292,0.025,-0.025,13.0599,0.00078,-0.00078,3495.997495421126,0.999942869425549,0.9999992835872786,3496.0,0.0007030154905113,4.942307798989172e-07,0.9999995307028152,1.0032397580690513,1.0032397580690513,0.9981713439831084
K2-148 d,K2-148,CONFIRMED,Hirano et al. 2018,Transit,K2,Published Confirmed,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h58m04.24s,-00d11m35.73s,2018-02-01,2018-03,2018-02-01,1,2.0,3.0,2018.0,0.0,9.7579,0.001,-0.001,0.0,1.64,0.24,-0.21,0.0,0.146311,0.02141137,-0.01873495,0.0,0.0,4079.0,70.0,-70.0,0.0,0.632,0.063,-0.063,0.0,0.65,0.0,4.653,0.051,-0.051,0.0,14.5176494,-0.193258,124.458,0.626,-0.619,13.627,0.103,-0.103,10.292,0.025,-0.025,13.0599,0.00078,-0.00078,3495.997495421126,0.999942869425549,0.9999992835872786,3496.0,0.0007030154905113,4.942307798989172e-07,0.9999995307028152,1.0032397580690513,1.0032397580690513,0.9981713439831084
K2-149 b,K2-149,CONFIRMED,Hirano et al. 2018,Transit,K2,Published Confirmed,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h39m17.22s,+07d16m37.18s,2018-02-01,2018-03,2018-02-01,1,1.0,1.0,2018.0,0.0,11.332,0.0013,-0.0013,0.0,1.64,0.2,-0.18,0.0,0.146311,0.0178428,-0.01605852,0.0,0.0,3745.0,70.0,-70.0,0.0,0.568,0.057,-0.057,0.0,0.595,0.0,4.707,0.048,-0.048,0.0,9.8217519,7.2769939,123.676,0.543,-0.539,14.543,0.176,-0.176,10.561,0.021,-0.021,13.7795,0.000301,-0.000301,3497.0041270242896,0.99999085065162,1.000001180161364,3497.0,0.0007930550170272,6.289362600320403e-07,1.0000014946290734,1.0038408109845545,1.0038408109845545,0.9970353009068428
K2-15 b,K2-15,CONFIRMED,Montet et al. 2015,Transit,K2,Published Confirmed,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h52m26.54s,+04d15m16.79s,2015-07-13,2015-08,2015-07-16,1,1.0,1.0,2015.0,0.0,11.8104,0.00204,-0.00204,0.0,2.48,0.3,-0.3,0.0,0.22125078,0.02676421,-0.02676421,0.0,0.0,5131.0,69.0,-65.0,0.0,0.68,0.06,-0.03,0.0,0.72,0.0,4.4805,0.0748335,-0.0753969999999999,0.0,178.1105741,4.2546649,493.992,9.0765,-9.0765,14.758,0.172,-0.172,12.495,0.026,-0.026,14.4237,0.000374,-0.000374,3540.039933571405,1.0000154993703545,1.0000112806698886,3540.0,0.0005229137173121,2.734387557531758e-07,1.0000114173877148,1.0025734101957116,1.0025734101957116,0.9977084342015868
